calc_imps,J_data_uuid,imp0,offset0,ilayer0,imp1,offset1,ilayer1,i,j,Z_i,Z_j,J,D,Dx,Dy,Dz,rx,ry,rz,r,mom1,mom2,tot_mom,s00,p00,d00,f00,s01,p01,d01,f01,group1,period1,en1,group2,period2,en2
253,2,c664901a-0a6f-4c5d-872d-cb864c803285,43,0,3,42,1,3,0,1,43,42,4.521229893915819,6.193811248678813,-0.1342048540521898,-5.244082061680569,-3.2931580848433475,-0.41851489357247,0.0,0.0,0.41851489357247,2.3055372119847,2.5770539500771,4.8825911620618,2,0,5,0,1,0,5,0,7,5,8.94,6,5,8.71
254,2,0f8dbe69-084c-4cd6-8ee3-1d11c941830d,43,0,3,40,1,3,0,1,43,40,0.1265084846444306,0.034551867728307,0.0046844560581597,-0.0292458629559162,-0.0177923279791421,-0.41851489357247,0.0,0.0,0.41851489357247,2.2006271322965,0.0086350249656377,2.2092621572621374,2,0,5,0,2,0,2,0,7,5,8.94,4,5,7.808
255,2,f9a8ac63-bec7-449d-a18d-50de4efaa8fe,29,0,3,47,1,3,0,1,29,47,-5.347615310894448e-22,2.7386892928382143e-22,7.588979803840263e-24,-2.313508454797295e-22,-1.4636729179846846e-22,-0.41851489357247,0.0,0.0,0.41851489357247,-1.0529355165545e-11,-2.1530333071951e-11,-3.2059688237496005e-11,1,0,1,0,1,0,1,0,11,4,10.96,11,5,11.05
256,2,5cd79db7-a25a-45e0-8747-5895d72e80df,29,0,3,46,1,3,0,1,29,46,-1.0375113824165205e-21,6.82350280600084e-22,-1.1137635417552925e-22,-6.361260594682843e-22,-2.2031988024446014e-22,-0.41851489357247,0.0,0.0,0.41851489357247,-1.70601310856e-11,8.8986595869756e-12,-8.161471498624399e-12,1,0,1,0,0,0,1,0,11,4,10.96,10,5,9.402000000000001
257,2,1db4ae32-2b30-46ad-be77-4b807e4f1e47,43,0,3,24,1,3,0,1,43,24,1.124726189779513,3.127925888780031,-0.8528992124962983,-3.007233646423356,-0.1141450605275111,-0.41851489357247,0.0,0.0,0.41851489357247,2.2934233859873,3.833569177381,6.1269925633683,2,0,5,0,1,0,5,0,7,5,8.94,6,4,9.77
258,2,ab4d801e-6577-4283-abe7-845cfcc71399,29,0,3,43,1,3,0,1,29,43,0.2022469376475889,0.0360953780768361,0.002535879662451,-0.026139628735714,-0.0247621776588075,-0.41851489357247,0.0,0.0,0.41851489357247,0.014126404294917,2.32925651772,2.3433829220149174,1,0,1,0,2,0,5,0,11,4,10.96,7,5,8.94
259,2,556f0f5b-6db3-4897-a28c-9c45a77f1b81,43,0,3,30,1,3,0,1,43,30,0.1989081810738243,0.040985275515989,0.0007192824230584,-0.0321880537458938,-0.0253614794120701,-0.41851489357247,0.0,0.0,0.41851489357247,2.3010602057427,0.0086971914390173,2.309757397181717,2,0,5,0,2,0,1,0,7,5,8.94,12,4,9.395
260,2,9f07405a-587b-45bd-a68b-23169ec3049c,43,0,3,29,1,3,0,1,43,29,0.1956098409120795,0.0342069285173349,-0.0019641616575237,-0.0252630578656311,-0.0229789889867014,-0.41851489357247,0.0,0.0,0.41851489357247,2.3277313850549,0.013356093711293,2.341087478766193,2,0,5,0,1,0,1,0,7,5,8.94,11,4,10.96
261,2,d675c7b5-6eae-42bd-b74d-0f4cf2e5cb17,43,0,3,47,1,3,0,1,43,47,0.1208342668340094,0.0208183879388515,-0.0008434837134464,-0.0150875514277027,-0.0143199023570028,-0.41851489357247,0.0,0.0,0.41851489357247,2.3287961563504,0.010771110254781,2.3395672666051808,2,0,5,0,1,0,1,0,7,5,8.94,11,5,11.05
262,2,70466354-de6c-4bad-b6ee-f393548aae68,29,0,3,41,1,3,0,1,29,41,0.150788468766642,0.0332299377871984,-0.0051611392995867,-0.0248260565749511,-0.021476925324838,-0.41851489357247,0.0,0.0,0.41851489357247,-0.013917824022738,0.92880206155523,0.914884237532492,1,0,1,0,1,0,4,0,11,4,10.96,5,5,8.34
263,2,fe7caea0-03ee-4bb3-89e0-5c0d7df990db,43,0,3,43,1,3,0,1,43,43,-0.7150181581734457,5.464864161228465,0.0516504242408671,-4.743359901027024,-2.713412866425589,-0.41851489357247,0.0,0.0,0.41851489357247,2.2166762058407,2.2157145948856,4.4323908007263,2,0,5,0,2,0,5,0,7,5,8.94,7,5,8.94
264,2,205da039-eee5-45e5-8547-2f602663d79d,43,0,3,45,1,3,0,1,43,45,1.0712094530213627,0.4264586459665037,0.0418481625195555,-0.2997811358975708,-0.3004113489422175,-0.41851489357247,0.0,0.0,0.41851489357247,2.2514353439108,-0.056584504514143,2.1948508393966573,2,0,5,0,1,0,8,0,7,5,8.94,9,5,9.259
265,2,bd0c1a80-0089-4faf-a46d-5b763607f07c,43,0,3,28,1,3,0,1,43,28,-18.13449755972397,6.8115583269056375,-0.4278793547621483,5.471855241702343,4.033986404595391,-0.41851489357247,0.0,0.0,0.41851489357247,2.297553778018,0.89397848531893,3.19153226333693,2,0,5,0,2,0,8,0,7,5,8.94,10,4,11.13
266,2,ad684e70-3772-4e09-8595-1f9b522da9ff,29,0,3,29,1,3,0,1,29,29,-6.336306609963622e-22,4.707969979537472e-22,-1.0283203778936589e-22,-4.321128841338611e-22,-1.560571711004124e-22,-0.41851489357247,0.0,0.0,0.41851489357247,-9.488410057656399e-12,-2.0214940832375e-11,-2.97033508900314e-11,1,0,1,0,1,0,1,0,11,4,10.96,11,4,10.96
267,2,f165eef0-5689-4879-b1ce-94f672344438,43,0,3,23,1,3,0,1,43,23,9.57206488745626,5.06470532417429,-0.4572687597029718,-4.334471695747398,-2.579631838244322,-0.41851489357247,0.0,0.0,0.41851489357247,2.3713861690715,2.673234298606,5.0446204676775,2,0,5,0,2,0,3,0,7,5,8.94,5,4,9.062999999999999
268,2,5760f030-1619-4457-910c-23c8a604b839,43,0,3,46,1,3,0,1,43,46,2.317927234450877,0.8536760878296197,0.0688821712809271,-0.665860354932603,-0.5297623024911622,-0.41851489357247,0.0,0.0,0.41851489357247,2.247722883629,-0.085734834520036,2.161988049108964,2,0,5,0,0,0,1,0,7,5,8.94,10,5,9.402000000000001
269,2,6753c07b-fcc4-42c1-a526-5d6ea1db9a73,43,0,3,22,1,3,0,1,43,22,3.7831307750972,1.747723285549608,-0.4531986592251468,-1.6010401883136602,-0.5346194661003335,-0.41851489357247,0.0,0.0,0.41851489357247,2.3296601625601,0.88167894651026,3.21133910907036,2,0,5,0,2,0,2,0,7,5,8.94,4,4,8.17
270,2,d318ed06-ac00-4e2b-a8ee-4ccefaf280a2,44,0,3,39,1,3,0,1,44,39,0.002502526295741,0.0008230710357057,9.762269392432002e-05,-0.0007179468282108,-0.0003904716267678,-0.41851489357247,0.0,0.0,0.41851489357247,0.26972256589708,0.0009267319464805,0.2706492978435605,1,0,7,0,2,0,1,0,8,5,9.1,3,5,6.631
271,2,3fa128cf-6625-4ac6-a4ed-0ed89d86e947,29,0,3,44,1,3,0,1,29,44,0.0803363910786855,0.0188352075012245,-0.002376068477749,-0.0131786143517382,-0.0132455073127227,-0.41851489357247,0.0,0.0,0.41851489357247,0.011791264711344,0.56031776073789,0.5721090254492339,1,0,1,0,1,0,7,0,11,4,10.96,8,5,9.1
272,2,0a9e35ab-cad9-4239-93e2-40133baf81ac,44,0,3,21,1,3,0,1,44,21,0.0043929498521347,0.001300172780822,0.0001924850202906,-0.0011321478330385,-0.0006096228843312,-0.41851489357247,0.0,0.0,0.41851489357247,0.2981087828669,0.0011270674225052,0.2992358502894052,1,0,7,0,2,0,1,0,8,5,9.1,3,4,7.042000000000001
273,2,f99c06eb-2bce-459c-8198-bbc3642986d0,44,0,3,29,1,3,0,1,44,29,0.0760962669582961,0.0175552842037727,0.0024630754515301,-0.0121751659331478,-0.0124051036793579,-0.41851489357247,0.0,0.0,0.41851489357247,0.55253086950649,0.011422650383726,0.563953519890216,1,0,7,0,1,0,1,0,8,5,9.1,11,4,10.96
274,2,aa0afd31-f626-48b7-a3ad-1c57ba010a8a,44,0,3,45,1,3,0,1,44,45,0.0479475753735318,0.020310005463151,0.0022345434427375,-0.0147374841799531,-0.0137952780893092,-0.41851489357247,0.0,0.0,0.41851489357247,0.2311793781726,-0.011891033446009,0.219288344726591,1,0,7,0,1,0,8,0,8,5,9.1,9,5,9.259
275,2,f6cd96ec-5a84-4dfa-8fe5-d8d8daf4a21c,44,0,3,47,1,3,0,1,44,47,0.0375679453552459,0.0084645420851772,0.000955791255819,-0.0062261180058556,-0.0056542364970167,-0.41851489357247,0.0,0.0,0.41851489357247,0.55447226342832,0.0076104037265887,0.5620826671549087,1,0,7,0,1,0,1,0,8,5,9.1,11,5,11.05
276,2,f8fbbbaf-66d1-49b2-b832-bbb9c4521628,44,0,3,42,1,3,0,1,44,42,1.6952586250437314,2.046761273757154,-0.1214222866800432,-1.645032654717446,-1.21175736224818,-0.41851489357247,0.0,0.0,0.41851489357247,0.35663027531266,2.5598739371367,2.91650421244936,1,0,7,0,1,0,5,0,8,5,9.1,6,5,8.71
277,2,22eb98be-5815-4ff5-8182-346d7483d0f1,44,0,3,43,1,3,0,1,44,43,1.4563822024311115,1.194566881893816,-0.0625893762905233,-0.8039792969127877,-0.8813001165486687,-0.41851489357247,0.0,0.0,0.41851489357247,0.11606260009088,2.3074238989762,2.42348649906708,1,0,7,0,2,0,5,0,8,5,9.1,7,5,8.94
278,2,933d7a78-aa4f-440c-9b40-85b530c0a4e8,44,0,3,40,1,3,0,1,44,40,2.4859994907679364e-12,1.0468305495319438e-12,4.9354667027944317e-14,-7.10608615486205e-13,-7.671073665874233e-13,-0.41851489357247,0.0,0.0,0.41851489357247,5.278486547855e-06,-3.9511022675853e-08,5.238975525179147e-06,1,0,7,0,2,0,2,0,8,5,9.1,4,5,7.808
279,2,47deb063-921b-42dc-974b-b77437104fa8,44,0,3,41,1,3,0,1,44,41,1.5953938030767152,0.3031682097847004,0.0866604495104986,0.2011786102479304,-0.2095903067734997,-0.41851489357247,0.0,0.0,0.41851489357247,-0.24095510079135,1.1199146187901,0.8789595179987499,1,0,7,0,1,0,4,0,8,5,9.1,5,5,8.34
280,2,5872be53-a82b-457c-ac77-490f0b225fad,44,0,3,30,1,3,0,1,44,30,0.0102836530030581,0.002640875148475,0.000370579302925,-0.0021260588639734,-0.0015220927162945,-0.41851489357247,0.0,0.0,0.41851489357247,0.44677326871076,0.0010872321285458,0.4478605008393058,1,0,7,0,2,0,1,0,8,5,9.1,12,4,9.395
281,2,852effe3-5cae-42f7-aff0-eb0156cb8847,44,0,3,23,1,3,0,1,44,23,0.5829264398475581,1.0259406840659606,-0.1421524389156358,-0.9737612626579046,-0.2900620186769562,-0.41851489357247,0.0,0.0,0.41851489357247,0.47011953266109,2.6402460083968,3.11036554105789,1,0,7,0,2,0,3,0,8,5,9.1,5,4,9.062999999999999
282,2,f05d3501-eb5f-41c9-b1b9-0a348a345c7f,43,0,3,44,1,3,0,1,43,44,1.2484888689686553,0.8393238009675763,0.0286969038032725,-0.5626208282020762,-0.622172592016054,-0.41851489357247,0.0,0.0,0.41851489357247,2.3160625569439,0.035437588786653,2.351500145730553,2,0,5,0,1,0,7,0,7,5,8.94,8,5,9.1
283,2,a4c25479-2e55-4942-98ec-9363da4f1aac,44,0,3,44,1,3,0,1,44,44,0.8667830968382733,0.6142717611791215,0.0101328396303429,-0.2304242401707908,-0.5693257342548632,-0.41851489357247,0.0,0.0,0.41851489357247,0.41470892825431,0.40552799469511,0.82023692294942,1,0,7,0,1,0,7,0,8,5,9.1,8,5,9.1
284,2,8c0c2e0b-27d9-4c92-a55a-42298c115162,45,0,3,21,1,3,0,1,45,21,-1.0320659091770843e-20,4.7125425635317525e-21,4.653539593823431e-21,-5.911292324953073e-22,-4.507692228908283e-22,-0.41851489357247,0.0,0.0,0.41851489357247,4.7870063468736e-10,-4.0546344060033e-11,4.38154290627327e-10,1,0,8,0,2,0,1,0,9,5,9.259,3,4,7.042000000000001
285,2,bf1b014f-0ce9-419a-aafc-bc6ee2311e6c,45,0,3,40,1,3,0,1,45,40,5.555911096316222e-17,1.5063364234988326e-17,-3.51794375489711e-18,-9.95677079290203e-18,-1.0742054235150689e-17,-0.41851489357247,0.0,0.0,0.41851489357247,9.0411278463876e-09,5.374940492686201e-10,9.578621895656221e-09,1,0,8,0,2,0,2,0,9,5,9.259,4,5,7.808
286,2,e760408c-7fb7-4d3e-aab5-619b4c7c4d1e,45,0,3,25,1,3,0,1,45,25,0.0993476049405942,0.0347232981631467,-0.0020956510021175,0.0291062096930823,0.0188187204534854,-0.41851489357247,0.0,0.0,0.41851489357247,0.0024646894593827,4.4062773649896,4.408742054448982,1,0,8,0,2,0,5,0,9,5,9.259,7,4,10.34
287,2,dd1a535a-80a3-4028-8707-8b55c6124ec6,45,0,3,42,1,3,0,1,45,42,0.7542369840466772,0.344841984054403,-0.0074086812912691,-0.2737798672069784,-0.209536845734183,-0.41851489357247,0.0,0.0,0.41851489357247,0.030968453331868,2.5496298572352,2.580598310567068,1,0,8,0,1,0,5,0,9,5,9.259,6,5,8.71
288,2,8e98718c-583c-4c0d-8a11-85dedaa325ea,45,0,3,39,1,3,0,1,45,39,-2.378641935516339e-21,1.5146749025299613e-21,8.019746373034895e-22,-1.1509419045819306e-21,-5.713225654158969e-22,-0.41851489357247,0.0,0.0,0.41851489357247,5.573639327849401e-10,-3.1643132558656e-11,5.257208002262838e-10,1,0,8,0,2,0,1,0,9,5,9.259,3,5,6.631
289,2,388973a4-b896-49a7-949d-bbda0754b77d,45,0,3,24,1,3,0,1,45,24,0.2446848750561859,0.1041672568145149,0.0062051384793679,-0.0751161374075372,-0.0719018744518177,-0.41851489357247,0.0,0.0,0.41851489357247,-0.014001844961705,3.8062490739133,3.792247228951595,1,0,8,0,1,0,5,0,9,5,9.259,6,4,9.77
290,2,89671ea6-baeb-49d5-9b7a-3da05db0eaba,47,0,3,21,1,3,0,1,47,21,-1.9064558334794048e-21,1.3223754187497e-22,5.08134747729128e-23,-1.1991502655191678e-22,-2.2916035208781065e-23,-0.41851489357247,0.0,0.0,0.41851489357247,-2.0698109892692e-11,-5.6843085793901e-11,-7.7541195686593e-11,1,0,1,0,2,0,1,0,11,5,11.05,3,4,7.042000000000001
291,2,293417be-ccd6-44ba-b5ed-f95ac19f0f57,45,0,3,48,1,3,0,1,45,48,3.191201598518582e-21,2.0784465541395995e-21,4.792669415771116e-22,-1.8077861371841717e-21,-9.067262868864172e-22,-0.41851489357247,0.0,0.0,0.41851489357247,1.3943513010872e-11,-3.9986680633319e-11,-2.6043167622447e-11,1,0,8,0,2,0,1,0,9,5,9.259,12,5,8.995
292,2,d28ca235-5964-479b-8958-d127b8c9347c,45,0,3,23,1,3,0,1,45,23,1.1454339412616208,0.4567827000414714,-0.0519709621260458,-0.3509066099426532,-0.2877742261763978,-0.41851489357247,0.0,0.0,0.41851489357247,0.051431203969567,2.6355808271237,2.687012031093267,1,0,8,0,2,0,3,0,9,5,9.259,5,4,9.062999999999999
293,2,e956ed36-94a2-4adf-8e79-f5340aed9977,45,0,3,22,1,3,0,1,45,22,1.0476402842444976,0.3238300567700449,-0.0522109297563589,-0.2377608621401388,-0.2135642688186507,-0.41851489357247,0.0,0.0,0.41851489357247,0.05739772841068,0.78515462772603,0.84255235613671,1,0,8,0,2,0,2,0,9,5,9.259,4,4,8.17
294,2,81595571-496d-4700-89b5-e452d3d6a5ca,45,0,3,30,1,3,0,1,45,30,-7.033005367859605e-21,3.0802392696929704e-21,-5.964487732055855e-22,2.882052561797052e-21,9.087881219180224e-22,-0.41851489357247,0.0,0.0,0.41851489357247,1.6076029396572e-13,-1.5115908524876e-11,-1.4955148230910282e-11,1,0,8,0,2,0,1,0,9,5,9.259,12,4,9.395
295,2,37aaa362-d457-4398-9ab4-cb9c272a8f78,45,0,3,45,1,3,0,1,45,45,-1.093521235640469e-20,5.7637267290622655e-21,8.937144852460447e-22,3.5530503864831536e-21,4.449455379850449e-21,-0.41851489357247,0.0,0.0,0.41851489357247,-1.0644818360106001e-11,5.6266102888003e-11,4.5621284527897004e-11,1,0,8,0,1,0,8,0,9,5,9.259,9,5,9.259
296,2,87f27539-86fc-41b6-baf9-061f86bc295b,45,0,3,47,1,3,0,1,45,47,-3.362101037939418e-22,5.400775960738563e-22,4.075491742136716e-23,-4.981792302300508e-22,-2.0454901870770988e-22,-0.41851489357247,0.0,0.0,0.41851489357247,-8.1890050296352e-13,-2.8387070472036e-11,-2.920597097499952e-11,1,0,8,0,1,0,1,0,9,5,9.259,11,5,11.05
297,2,1f1d4d51-c30d-4e85-ab0c-a62ec0b4017a,45,0,3,41,1,3,0,1,45,41,3.214437538331566,1.150917686239601,-0.103378016762173,-0.8619148079839913,-0.7556635295734173,-0.41851489357247,0.0,0.0,0.41851489357247,0.10813580119751,1.1445478016116,1.25268360280911,1,0,8,0,1,0,4,0,9,5,9.259,5,5,8.34
298,2,98f10eda-f67b-442d-a3bc-a9e1ea42296d,45,0,3,46,1,3,0,1,45,46,2.604153974637233e-20,8.008935336758612e-21,1.502768349921936e-21,7.703373810323587e-21,-1.59460479532528e-21,-0.41851489357247,0.0,0.0,0.41851489357247,9.055334260210701e-11,1.1464873495015001e-10,2.05202077552257e-10,1,0,8,0,0,0,1,0,9,5,9.259,10,5,9.402000000000001
299,2,ef98e4e3-5ff8-417f-aceb-1aacd327455c,45,0,3,28,1,3,0,1,45,28,0.0645206390397818,0.0104265000874234,0.0043963365432721,0.0079279043301528,-0.005150967093981,-0.41851489357247,0.0,0.0,0.41851489357247,0.0073126860090529,0.90343124122076,0.9107439272298128,1,0,8,0,2,0,8,0,9,5,9.259,10,4,11.13
300,2,35b89a17-a80a-49c1-bc36-1e69434e05b1,45,0,3,29,1,3,0,1,45,29,-6.565642482130618e-22,2.732738731813445e-22,1.467377824746534e-22,-8.914520566284735e-23,-2.1260236420436043e-22,-0.41851489357247,0.0,0.0,0.41851489357247,-1.4914292023605e-11,-1.2407852523211e-11,-2.7322144546816e-11,1,0,8,0,1,0,1,0,9,5,9.259,11,4,10.96
301,2,4f5b212f-21e2-453c-a850-0121f965f6fe,47,0,3,24,1,3,0,1,47,24,0.0151257528723249,0.0022832992167979,0.0007906668948072,-0.0020142821404838,-0.0007286759454063,-0.41851489357247,0.0,0.0,0.41851489357247,-0.0025772009603156,3.7856634099371,3.783086208976784,1,0,1,0,1,0,5,0,11,5,11.05,6,4,9.77
302,2,b5679d3b-228f-4219-a54f-d6ec779dcdf0,45,0,3,43,1,3,0,1,45,43,1.3714112421290288,0.5356495106417939,-0.0508490197631645,-0.3810114229841687,-0.3730483494072819,-0.41851489357247,0.0,0.0,0.41851489357247,-0.065450474138951,2.2469494564151,2.181498982276149,1,0,8,0,2,0,5,0,9,5,9.259,7,5,8.94
303,2,ac4e680c-dcb5-4b69-bef8-766fe5b80dcd,47,0,3,39,1,3,0,1,47,39,-1.0837355484711838e-21,1.817585097513348e-22,1.9349348502632522e-23,-1.3709669596504953e-22,-1.1775506161102598e-22,-0.41851489357247,0.0,0.0,0.41851489357247,-2.114752817306e-11,-3.8677949731891e-11,-5.9825477904951e-11,1,0,1,0,2,0,1,0,11,5,11.05,3,5,6.631
304,2,f0a4d406-9a47-4ec7-a42b-17fa77b92261,47,0,3,25,1,3,0,1,47,25,0.0133303899876673,0.000719488179392,0.0005635640948988,-0.0001163823975057,0.0004318725376502,-0.41851489357247,0.0,0.0,0.41851489357247,0.0004014248872161,4.3923995967035,4.392801021590716,1,0,1,0,2,0,5,0,11,5,11.05,7,4,10.34
305,2,13c3a5f2-db30-4fd8-bb49-864e2f45cfa7,47,0,3,40,1,3,0,1,47,40,-6.222965021405666e-21,9.500075019283024e-22,1.257750442103235e-22,6.678171333730684e-22,6.638638176217485e-22,-0.41851489357247,0.0,0.0,0.41851489357247,-2.6118662788122e-11,-6.0788263311906e-11,-8.6906926100028e-11,1,0,1,0,2,0,2,0,11,5,11.05,4,5,7.808
306,2,2daf1ee8-d6eb-4993-b8ed-2939a31012bb,47,0,3,23,1,3,0,1,47,23,0.0926458291138753,0.0257719589748341,-0.0029524581201369,-0.0212331053002855,-0.0143049676600949,-0.41851489357247,0.0,0.0,0.41851489357247,-0.011856377657099,2.5956457540681,2.5837893764110014,1,0,1,0,2,0,3,0,11,5,11.05,5,4,9.062999999999999
307,2,5d24e7c4-18bf-4838-9cdb-8cd04269a9b7,47,0,3,30,1,3,0,1,47,30,-8.532133814180298e-22,2.5940775207265887e-21,-2.4304300838613568e-22,-2.1084171358056075e-21,-1.4915580649290518e-21,-0.41851489357247,0.0,0.0,0.41851489357247,-2.375433183488e-11,-1.1013412404282e-12,-2.48556730753082e-11,1,0,1,0,2,0,1,0,11,5,11.05,12,4,9.395
308,2,9afd1d2d-061c-4944-b27b-6149d0968479,44,0,3,48,1,3,0,1,44,48,0.0109946415845662,0.0027680445440421,0.0003349275408411,-0.0022590897389915,-0.0015640996424048,-0.41851489357247,0.0,0.0,0.41851489357247,0.48026760550818,0.0021981637358319,0.4824657692440119,1,0,7,0,2,0,1,0,8,5,9.1,12,5,8.995
309,2,8fc069b3-901c-498d-86a0-38fa6870b5a5,44,0,3,46,1,3,0,1,44,46,0.016857148062062,0.0070610668040049,0.0007606878558103,-0.0058502593114138,-0.0038800108744511,-0.41851489357247,0.0,0.0,0.41851489357247,0.18151284984755,-0.0061325700827002,0.1753802797648498,1,0,7,0,0,0,1,0,8,5,9.1,10,5,9.402000000000001
310,2,1f0cbc21-61bf-479a-b310-814fc872414d,47,0,3,22,1,3,0,1,47,22,0.0236028242911614,0.0044351705902189,-0.0008110940177123,-0.0033293116058801,-0.002815767904094,-0.41851489357247,0.0,0.0,0.41851489357247,-0.0058174477863986,0.58535715140868,0.5795397036222815,1,0,1,0,2,0,2,0,11,5,11.05,4,4,8.17
311,2,ba995425-308b-4de1-8f24-844824e25907,47,0,3,42,1,3,0,1,47,42,0.0641773180653462,0.0132143804949891,0.0013271806922727,-0.0120543639701359,-0.0052488810761815,-0.41851489357247,0.0,0.0,0.41851489357247,-0.003169056296386,2.5133355654718,2.510166509175414,1,0,1,0,1,0,5,0,11,5,11.05,6,5,8.71
312,2,2daca634-e7a8-49e9-b1ad-712d08b2108f,47,0,3,28,1,3,0,1,47,28,0.0047274754756551,0.0042580784773623,0.0002134017599515,-0.0037637098044992,-0.0019799445739065,-0.41851489357247,0.0,0.0,0.41851489357247,0.0033304610962066,0.89041119136851,0.8937416524647166,1,0,1,0,2,0,8,0,11,5,11.05,10,4,11.13
313,2,45949b51-9964-441e-972e-b86c1fd84995,45,0,3,44,1,3,0,1,45,44,0.0510867365954228,0.021079459638187,-0.0024074805435853,-0.0155081902590863,-0.0140727996844335,-0.41851489357247,0.0,0.0,0.41851489357247,-0.012302665691438,0.21501285866851,0.202710192977072,1,0,8,0,1,0,7,0,9,5,9.259,8,5,9.1
314,2,6fce3d10-7feb-47b4-a4ad-1abbc59f2ac6,47,0,3,45,1,3,0,1,47,45,-7.976128723697421e-22,6.945745903286207e-22,-9.652031109128748e-23,4.863739516408015e-22,4.863723576050799e-22,-0.41851489357247,0.0,0.0,0.41851489357247,-1.6954437853656e-11,1.7426060594516e-11,4.716227408600007e-13,1,0,1,0,1,0,8,0,11,5,11.05,9,5,9.259
315,2,f052b269-ea5d-4ef4-bb28-db8a5453ace6,47,0,3,43,1,3,0,1,47,43,0.1233257900822027,0.0216112197278917,0.0011107616912072,-0.0155217301880223,-0.0149962301450331,-0.41851489357247,0.0,0.0,0.41851489357247,0.011133049929856,2.33092851847,2.342061568399856,1,0,1,0,2,0,5,0,11,5,11.05,7,5,8.94
316,2,8a9d10d1-df84-478e-83b9-c076e68cd723,47,0,3,29,1,3,0,1,47,29,-5.7296710074355615e-22,1.3157043549802302e-22,3.3469861596371724e-23,1.4075035892878916e-24,1.2723429881720298e-22,-0.41851489357247,0.0,0.0,0.41851489357247,-2.4028778966567e-11,-2.1298518504409e-11,-4.5327297470976004e-11,1,0,1,0,1,0,1,0,11,5,11.05,11,4,10.96
317,2,87a5e0df-1d21-4e60-9b49-06b443b30bf3,47,0,3,41,1,3,0,1,47,41,0.0455856580629915,0.0105946763617401,-0.0017329669230043,-0.0082750848092561,-0.0063849012720172,-0.41851489357247,0.0,0.0,0.41851489357247,-0.0077510816539537,0.92832496199905,0.9205738803450964,1,0,1,0,1,0,4,0,11,5,11.05,5,5,8.34
318,2,10c5f478-131c-46c2-9259-a98f0c8f900d,47,0,3,26,1,3,0,1,47,26,0.0633891981590687,0.0141572241206177,0.0002323694938667,-0.0112100598912372,-0.0086433533107582,-0.41851489357247,0.0,0.0,0.41851489357247,0.0091920971298665,3.3885508815791,3.3977429787089664,1,0,1,0,2,0,6,0,11,5,11.05,8,4,10.64
319,2,945ec979-76d7-495d-a7a6-c2d3f916e302,47,0,3,27,1,3,0,1,47,27,0.0518837986476895,0.0213473475794378,-0.0005177431767175,-0.0176662794707187,-0.0119726254573822,-0.41851489357247,0.0,0.0,0.41851489357247,0.0094865774479942,2.1090326909733,2.118519268421294,1,0,1,0,2,0,7,0,11,5,11.05,9,4,10.86
320,2,b2078a46-68f6-4151-bb9c-b0f4e49d659e,47,0,3,47,1,3,0,1,47,47,-3.572542444757836e-22,6.600645260517541e-23,-1.755133997616131e-23,-6.348578448241716e-23,-4.2845558944364485e-24,-0.41851489357247,0.0,0.0,0.41851489357247,-2.4233948181518e-11,-2.1242563263968002e-11,-4.5476511445486e-11,1,0,1,0,1,0,1,0,11,5,11.05,11,5,11.05
321,2,3255dc36-8a1c-49a5-8618-cd3b7915a1c3,44,0,3,22,1,3,0,1,44,22,-0.7981456496204441,0.2264251255184182,-0.0344521648025265,-0.0775940112116223,0.2099060628722801,-0.41851489357247,0.0,0.0,0.41851489357247,0.19440028892934,0.80175245999932,0.99615274892866,1,0,7,0,2,0,2,0,8,5,9.1,4,4,8.17
322,2,cda56bb0-8c97-47bc-996c-23970d1dcba8,44,0,3,24,1,3,0,1,44,24,-1.058943708830813,0.2066208450020425,-0.0045975273501091,-0.0824327078611696,0.1894093054902481,-0.41851489357247,0.0,0.0,0.41851489357247,0.12771893275317,3.812029702837,3.93974863559017,1,0,7,0,1,0,5,0,8,5,9.1,6,4,9.77
323,2,9d75fe68-9329-4bfe-b589-4177915f0cee,47,0,3,44,1,3,0,1,47,44,0.0391052335212169,0.0089361646016513,-0.0009463349199644,-0.0065886058595534,-0.0059623620180697,-0.41851489357247,0.0,0.0,0.41851489357247,0.0078055249596201,0.56410047506485,0.57190600002447,1,0,1,0,1,0,7,0,11,5,11.05,8,5,9.1
324,2,5f5d1a21-2f33-471a-b286-c66520455758,47,0,3,48,1,3,0,1,47,48,-4.638145815629482e-22,1.0396877927951711e-22,8.533862077181248e-24,7.512310661736368e-23,7.136665268230533e-23,-0.41851489357247,0.0,0.0,0.41851489357247,-2.3187674003111e-11,-3.4871661114266e-11,-5.8059335117377e-11,1,0,1,0,2,0,1,0,11,5,11.05,12,5,8.995
325,2,aee872d8-50a0-4b4a-8d2e-e6ef8feefdd3,47,0,3,46,1,3,0,1,47,46,-7.3046237188240155e-22,1.0470781029626361e-22,-1.7036853698381038e-23,-1.0331204346734712e-22,-3.0467638448459536e-25,-0.41851489357247,0.0,0.0,0.41851489357247,-1.7482904013377e-11,1.637978641611e-11,-1.1031175972669998e-12,1,0,1,0,0,0,1,0,11,5,11.05,10,5,9.402000000000001
