   PK  Created    Process label                Process State     Process status
-----  ---------  ---------------------------  ----------------  -----------------------------------------
52115  15h ago    kick_out_corestates_wf       ⏹ Finished [0]
52118  15h ago    KkrimpCalculation            ⏹ Finished [0]
52119  15h ago    KkrimpCalculation            ⏹ Finished [0]
52124  15h ago    KkrimpCalculation            ⏹ Finished [0]
52126  15h ago    kick_out_corestates_wf       ⏹ Finished [0]
52130  15h ago    kick_out_corestates_wf       ⏹ Finished [0]
52134  15h ago    kick_out_corestates_wf       ⏹ Finished [0]
52135  15h ago    KkrimpCalculation            ⏹ Finished [0]
52137  15h ago    KkrimpCalculation            ⏹ Finished [0]
52141  15h ago    kick_out_corestates_wf       ⏹ Finished [0]
52142  15h ago    KkrimpCalculation            ⏹ Finished [0]
52144  15h ago    KkrimpCalculation            ⏹ Finished [0]
52147  15h ago    kick_out_corestates_wf       ⏹ Finished [0]
52149  15h ago    KkrimpCalculation            ⏹ Finished [0]
52152  15h ago    kick_out_corestates_wf       ⏹ Finished [0]
52154  15h ago    KkrimpCalculation            ⏹ Finished [0]
52157  15h ago    kick_out_corestates_wf       ⏹ Finished [0]
52161  15h ago    kick_out_corestates_wf       ⏹ Finished [0]
52163  15h ago    kick_out_corestates_wf       ⏹ Finished [0]
52165  15h ago    KkrimpCalculation            ⏹ Finished [0]
52167  15h ago    KkrimpCalculation            ⏹ Finished [0]
52170  15h ago    KkrimpCalculation            ⏹ Finished [0]
52174  15h ago    kick_out_corestates_wf       ⏹ Finished [0]
52177  15h ago    kick_out_corestates_wf       ⏹ Finished [0]
52179  15h ago    KkrimpCalculation            ⏹ Finished [0]
52182  15h ago    kick_out_corestates_wf       ⏹ Finished [0]
52184  15h ago    KkrimpCalculation            ⏹ Finished [0]
52186  15h ago    KkrimpCalculation            ⏹ Finished [0]
52190  15h ago    kick_out_corestates_wf       ⏹ Finished [0]
52192  15h ago    KkrimpCalculation            ⏹ Finished [0]
52197  15h ago    kick_out_corestates_wf       ⏹ Finished [0]
52199  15h ago    KkrimpCalculation            ⏹ Finished [0]
52257  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52260  15h ago    KkrimpCalculation            ⏹ Finished [0]
52262  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52266  15h ago    KkrimpCalculation            ⏹ Finished [0]
52265  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52269  15h ago    KkrimpCalculation            ⏹ Finished [0]
52278  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52281  15h ago    KkrimpCalculation            ⏹ Finished [0]
52284  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52287  15h ago    KkrimpCalculation            ⏹ Finished [0]
52289  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52292  15h ago    KkrimpCalculation            ⏹ Finished [0]
52295  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52298  15h ago    KkrimpCalculation            ⏹ Finished [0]
52299  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52302  15h ago    KkrimpCalculation            ⏹ Finished [0]
52308  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52311  15h ago    KkrimpCalculation            ⏹ Finished [0]
52314  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52317  15h ago    KkrimpCalculation            ⏹ Finished [0]
52319  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52322  15h ago    KkrimpCalculation            ⏹ Finished [0]
52327  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52330  15h ago    KkrimpCalculation            ⏹ Finished [0]
52335  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52338  15h ago    KkrimpCalculation            ⏹ Finished [0]
52343  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52346  15h ago    KkrimpCalculation            ⏹ Finished [0]
52351  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52354  15h ago    KkrimpCalculation            ⏹ Finished [0]
52364  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52366  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52370  15h ago    KkrimpCalculation            ⏹ Finished [0]
52372  15h ago    KkrimpCalculation            ⏹ Finished [0]
52374  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52377  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52380  15h ago    KkrimpCalculation            ⏹ Finished [0]
52382  15h ago    KkrimpCalculation            ⏹ Finished [0]
52383  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52386  15h ago    KkrimpCalculation            ⏹ Finished [0]
52391  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52395  15h ago    KkrimpCalculation            ⏹ Finished [0]
52397  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52401  15h ago    KkrimpCalculation            ⏹ Finished [0]
52409  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52412  15h ago    KkrimpCalculation            ⏹ Finished [0]
52414  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52418  15h ago    KkrimpCalculation            ⏹ Finished [0]
52423  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52427  15h ago    KkrimpCalculation            ⏹ Finished [0]
52435  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52438  15h ago    KkrimpCalculation            ⏹ Finished [0]
52439  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52443  15h ago    KkrimpCalculation            ⏹ Finished [0]
52444  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52447  15h ago    KkrimpCalculation            ⏹ Finished [0]
52449  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52453  15h ago    KkrimpCalculation            ⏹ Finished [0]
52454  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52457  15h ago    KkrimpCalculation            ⏹ Finished [0]
52462  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52465  15h ago    KkrimpCalculation            ⏹ Finished [0]
52469  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52471  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52474  15h ago    KkrimpCalculation            ⏹ Finished [0]
52476  15h ago    KkrimpCalculation            ⏹ Finished [0]
52484  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52487  15h ago    KkrimpCalculation            ⏹ Finished [0]
52488  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52492  15h ago    KkrimpCalculation            ⏹ Finished [0]
52493  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52496  15h ago    KkrimpCalculation            ⏹ Finished [0]
52501  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52504  15h ago    KkrimpCalculation            ⏹ Finished [0]
52506  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52509  15h ago    KkrimpCalculation            ⏹ Finished [0]
52514  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52517  15h ago    KkrimpCalculation            ⏹ Finished [0]
52529  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52532  15h ago    KkrimpCalculation            ⏹ Finished [0]
52534  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52537  15h ago    KkrimpCalculation            ⏹ Finished [0]
52539  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52542  15h ago    KkrimpCalculation            ⏹ Finished [0]
52547  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52550  15h ago    KkrimpCalculation            ⏹ Finished [0]
52555  15h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52558  15h ago    KkrimpCalculation            ⏹ Finished [0]
52562  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52565  13h ago    create_out_dict_node         ⏹ Finished [0]
52568  13h ago    KkrimpCalculation            ⏹ Finished [0]
52572  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52575  13h ago    create_out_dict_node         ⏹ Finished [0]
52578  13h ago    KkrimpCalculation            ⏹ Finished [0]
52582  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52585  13h ago    create_out_dict_node         ⏹ Finished [0]
52588  13h ago    KkrimpCalculation            ⏹ Finished [0]
52593  13h ago    parse_Jij                    ⏹ Finished [0]
52597  13h ago    create_out_dict_node         ⏹ Finished [0]
52602  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52605  13h ago    create_out_dict_node         ⏹ Finished [0]
52608  13h ago    KkrimpCalculation            ⏹ Finished [0]
52609  13h ago    combine_imps_wc              ⏹ Finished [0]
52610  13h ago    create_combined_imp_info_cf  ⏹ Finished [0]
52615  13h ago    combine_potentials_cf        ⏹ Finished [0]
52617  13h ago    kkr_imp_sub_wc               ⏹ Finished [0]
52620  13h ago    kick_out_corestates_wf       ⏹ Finished [0]
52622  13h ago    KkrimpCalculation            ⏹ Finished [0]
52625  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52627  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52629  13h ago    create_out_dict_node         ⏹ Finished [0]
52633  13h ago    create_out_dict_node         ⏹ Finished [0]
52636  13h ago    KkrimpCalculation            ⏹ Finished [0]
52638  13h ago    KkrimpCalculation            ⏹ Finished [0]
52645  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52648  13h ago    create_out_dict_node         ⏹ Finished [0]
52651  13h ago    KkrimpCalculation            ⏹ Finished [0]
52655  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52658  13h ago    create_out_dict_node         ⏹ Finished [0]
52661  13h ago    KkrimpCalculation            ⏹ Finished [0]
52666  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52669  13h ago    create_out_dict_node         ⏹ Finished [0]
52672  13h ago    KkrimpCalculation            ⏹ Finished [0]
52674  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52677  13h ago    create_out_dict_node         ⏹ Finished [0]
52680  13h ago    KkrimpCalculation            ⏹ Finished [0]
52685  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52688  13h ago    create_out_dict_node         ⏹ Finished [0]
52691  13h ago    KkrimpCalculation            ⏹ Finished [0]
52696  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52699  13h ago    create_out_dict_node         ⏹ Finished [0]
52702  13h ago    KkrimpCalculation            ⏹ Finished [0]
52704  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52707  13h ago    create_out_dict_node         ⏹ Finished [0]
52710  13h ago    KkrimpCalculation            ⏹ Finished [0]
52716  13h ago    parse_Jij                    ⏹ Finished [0]
52720  13h ago    create_out_dict_node         ⏹ Finished [0]
52723  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52726  13h ago    create_out_dict_node         ⏹ Finished [0]
52729  13h ago    KkrimpCalculation            ⏹ Finished [0]
52730  13h ago    combine_imps_wc              ⏹ Finished [0]
52731  13h ago    create_combined_imp_info_cf  ⏹ Finished [0]
52736  13h ago    combine_potentials_cf        ⏹ Finished [0]
52738  13h ago    kkr_imp_sub_wc               ⏹ Finished [0]
52741  13h ago    kick_out_corestates_wf       ⏹ Finished [0]
52743  13h ago    KkrimpCalculation            ⏹ Finished [0]
52752  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52755  13h ago    create_out_dict_node         ⏹ Finished [0]
52757  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52759  13h ago    KkrimpCalculation            ⏹ Finished [0]
52762  13h ago    create_out_dict_node         ⏹ Finished [0]
52765  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52768  13h ago    KkrimpCalculation            ⏹ Finished [0]
52770  13h ago    create_out_dict_node         ⏹ Finished [0]
52773  13h ago    KkrimpCalculation            ⏹ Finished [0]
52775  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52778  13h ago    create_out_dict_node         ⏹ Finished [0]
52781  13h ago    KkrimpCalculation            ⏹ Finished [0]
52788  13h ago    parse_Jij                    ⏹ Finished [0]
52792  13h ago    create_out_dict_node         ⏹ Finished [0]
52795  13h ago    combine_imps_wc              ⏹ Finished [0]
52796  13h ago    create_combined_imp_info_cf  ⏹ Finished [0]
52801  13h ago    combine_potentials_cf        ⏹ Finished [0]
52803  13h ago    kkr_imp_sub_wc               ⏹ Finished [0]
52806  13h ago    kick_out_corestates_wf       ⏹ Finished [0]
52808  13h ago    KkrimpCalculation            ⏹ Finished [0]
52810  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52813  13h ago    create_out_dict_node         ⏹ Finished [0]
52816  13h ago    KkrimpCalculation            ⏹ Finished [0]
52823  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52825  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52829  13h ago    create_out_dict_node         ⏹ Finished [0]
52830  13h ago    KkrimpCalculation            ⏹ Finished [0]
52833  13h ago    KkrimpCalculation            ⏹ Finished [0]
52837  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52840  13h ago    create_out_dict_node         ⏹ Finished [0]
52843  13h ago    KkrimpCalculation            ⏹ Finished [0]
52848  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52851  13h ago    create_out_dict_node         ⏹ Finished [0]
52854  13h ago    KkrimpCalculation            ⏹ Finished [0]
52859  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52862  13h ago    create_out_dict_node         ⏹ Finished [0]
52865  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52867  13h ago    KkrimpCalculation            ⏹ Finished [0]
52870  13h ago    create_out_dict_node         ⏹ Finished [0]
52873  13h ago    KkrimpCalculation            ⏹ Finished [0]
52878  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52881  13h ago    create_out_dict_node         ⏹ Finished [0]
52884  13h ago    KkrimpCalculation            ⏹ Finished [0]
52889  13h ago    parse_Jij                    ⏹ Finished [0]
52893  13h ago    create_out_dict_node         ⏹ Finished [0]
52898  13h ago    parse_Jij                    ⏹ Finished [0]
52902  13h ago    create_out_dict_node         ⏹ Finished [0]
52905  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52908  13h ago    create_out_dict_node         ⏹ Finished [0]
52913  13h ago    KkrimpCalculation            ⏹ Finished [0]
52915  13h ago    parse_Jij                    ⏹ Finished [0]
52919  13h ago    create_out_dict_node         ⏹ Finished [0]
52922  13h ago    parse_Jij                    ⏹ Finished [0]
52926  13h ago    create_out_dict_node         ⏹ Finished [0]
52929  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
52932  13h ago    KkrimpCalculation            ⏹ Finished [0]
52936  13h ago    parse_Jij                    ⏹ Finished [0]
52940  13h ago    create_out_dict_node         ⏹ Finished [0]
52943  13h ago    combine_imps_wc              ⏹ Finished [0]
52944  13h ago    combine_imps_wc              ⏹ Finished [0]
52945  13h ago    create_combined_imp_info_cf  ⏹ Finished [0]
52946  13h ago    combine_imps_wc              ⏹ Finished [0]
52950  13h ago    combine_imps_wc              ⏹ Finished [0]
52952  13h ago    combine_potentials_cf        ⏹ Finished [0]
52953  13h ago    create_combined_imp_info_cf  ⏹ Finished [0]
52954  13h ago    create_combined_imp_info_cf  ⏹ Finished [0]
52955  13h ago    combine_imps_wc              ⏹ Finished [999]
52959  13h ago    kkr_imp_sub_wc               ⏹ Finished [0]
52964  13h ago    create_combined_imp_info_cf  ⏹ Finished [0]
52966  13h ago    combine_potentials_cf        ⏹ Finished [0]
52968  13h ago    combine_potentials_cf        ⏹ Finished [0]
52969  13h ago    create_combined_imp_info_cf  ⏹ Finished [0]
52977  13h ago    kick_out_corestates_wf       ⏹ Finished [0]
52984  13h ago    kkr_imp_sub_wc               ⏹ Finished [0]
52981  13h ago    kkr_imp_sub_wc               ⏹ Finished [0]
52982  13h ago    combine_potentials_cf        ⏹ Finished [0]
52986  13h ago    KkrimpCalculation            ⏹ Finished [0]
52988  13h ago    combine_potentials_cf        ⏹ Finished [0]
52990  13h ago    kkr_imp_sub_wc               ⏹ Finished [0]
52992  13h ago    kkr_imp_sub_wc               ⏹ Finished [127]
52995  13h ago    kick_out_corestates_wf       ⏹ Finished [0]
52998  13h ago    kick_out_corestates_wf       ⏹ Finished [0]
53004  13h ago    kick_out_corestates_wf       ⏹ Finished [0]
53001  13h ago    KkrimpCalculation            ⏹ Finished [0]
53005  13h ago    KkrimpCalculation            ⏹ Finished [0]
53008  13h ago    kick_out_corestates_wf       ⏹ Finished [0]
53010  13h ago    KkrimpCalculation            ⏹ Finished [0]
53012  13h ago    KkrimpCalculation            ⏹ Finished [0]
53019  13h ago    parse_Jij                    ⏹ Finished [0]
53023  13h ago    create_out_dict_node         ⏹ Finished [0]
53026  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
53029  13h ago    KkrimpCalculation            ⏹ Finished [0]
53033  13h ago    combine_imps_wc              ⏹ Finished [999]
53036  13h ago    parse_Jij                    ⏹ Finished [0]
53037  13h ago    create_combined_imp_info_cf  ⏹ Finished [0]
53044  13h ago    create_out_dict_node         ⏹ Finished [0]
53047  13h ago    combine_potentials_cf        ⏹ Finished [0]
53049  13h ago    kkr_imp_sub_wc               ⏹ Finished [127]
53052  13h ago    kick_out_corestates_wf       ⏹ Finished [0]
53054  13h ago    KkrimpCalculation            ⏹ Finished [0]
53055  13h ago    combine_imps_wc              ⏹ Finished [0]
53057  13h ago    create_combined_imp_info_cf  ⏹ Finished [0]
53062  13h ago    combine_potentials_cf        ⏹ Finished [0]
53064  13h ago    kkr_imp_sub_wc               ⏹ Finished [0]
53067  13h ago    kick_out_corestates_wf       ⏹ Finished [0]
53069  13h ago    KkrimpCalculation            ⏹ Finished [0]
53073  13h ago    parse_Jij                    ⏹ Finished [0]
53077  13h ago    create_out_dict_node         ⏹ Finished [0]
53081  13h ago    parse_Jij                    ⏹ Finished [0]
53085  13h ago    create_out_dict_node         ⏹ Finished [0]
53089  13h ago    parse_Jij                    ⏹ Finished [0]
53093  13h ago    create_out_dict_node         ⏹ Finished [0]
53095  13h ago    combine_imps_wc              ⏹ Finished [0]
53096  13h ago    create_combined_imp_info_cf  ⏹ Finished [0]
53101  13h ago    combine_potentials_cf        ⏹ Finished [0]
53103  13h ago    kkr_imp_sub_wc               ⏹ Finished [0]
53106  13h ago    kick_out_corestates_wf       ⏹ Finished [0]
53108  13h ago    KkrimpCalculation            ⏹ Finished [0]
53111  13h ago    parse_Jij                    ⏹ Finished [0]
53115  13h ago    create_out_dict_node         ⏹ Finished [0]
53118  13h ago    combine_imps_wc              ⏹ Finished [0]
53119  13h ago    combine_imps_wc              ⏹ Finished [0]
53120  13h ago    create_combined_imp_info_cf  ⏹ Finished [0]
53121  13h ago    combine_imps_wc              ⏹ Finished [0]
53125  13h ago    create_combined_imp_info_cf  ⏹ Finished [0]
53127  13h ago    combine_potentials_cf        ⏹ Finished [0]
53130  13h ago    create_combined_imp_info_cf  ⏹ Finished [0]
53134  13h ago    combine_potentials_cf        ⏹ Finished [0]
53138  13h ago    kkr_imp_sub_wc               ⏹ Finished [0]
53140  13h ago    combine_potentials_cf        ⏹ Finished [0]
53145  13h ago    kkr_imp_sub_wc               ⏹ Finished [0]
53144  13h ago    kick_out_corestates_wf       ⏹ Finished [0]
53148  13h ago    kkr_imp_sub_wc               ⏹ Finished [0]
53150  13h ago    kick_out_corestates_wf       ⏹ Finished [0]
53152  13h ago    KkrimpCalculation            ⏹ Finished [0]
53155  13h ago    kick_out_corestates_wf       ⏹ Finished [0]
53157  13h ago    KkrimpCalculation            ⏹ Finished [0]
53159  13h ago    KkrimpCalculation            ⏹ Finished [0]
53166  13h ago    parse_Jij                    ⏹ Finished [0]
53168  13h ago    parse_Jij                    ⏹ Finished [0]
53172  13h ago    create_out_dict_node         ⏹ Finished [0]
53177  13h ago    create_out_dict_node         ⏹ Finished [0]
53182  13h ago    parse_Jij                    ⏹ Finished [0]
53186  13h ago    create_out_dict_node         ⏹ Finished [0]
53190  13h ago    parse_Jij                    ⏹ Finished [0]
53194  13h ago    create_out_dict_node         ⏹ Finished [0]
53197  13h ago    parse_Jij                    ⏹ Finished [0]
53201  13h ago    create_out_dict_node         ⏹ Finished [0]
53206  13h ago    parse_Jij                    ⏹ Finished [0]
53210  13h ago    create_out_dict_node         ⏹ Finished [0]
53213  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
53216  13h ago    KkrimpCalculation            ⏹ Finished [0]
53218  13h ago    combine_imps_wc              ⏹ Finished [0]
53219  13h ago    combine_imps_wc              ⏹ Finished [0]
53220  13h ago    create_combined_imp_info_cf  ⏹ Finished [0]
53221  13h ago    combine_imps_wc              ⏹ Finished [0]
53226  13h ago    combine_imps_wc              ⏹ Finished [0]
53225  13h ago    create_combined_imp_info_cf  ⏹ Finished [0]
53228  13h ago    combine_potentials_cf        ⏹ Finished [0]
53232  13h ago    create_combined_imp_info_cf  ⏹ Finished [0]
53236  13h ago    kkr_imp_sub_wc               ⏹ Finished [0]
53235  13h ago    combine_potentials_cf        ⏹ Finished [0]
53243  13h ago    combine_potentials_cf        ⏹ Finished [0]
53246  13h ago    kkr_imp_sub_wc               ⏹ Finished [0]
53245  13h ago    kick_out_corestates_wf       ⏹ Finished [0]
53253  13h ago    kkr_imp_sub_wc               ⏹ Finished [0]
53252  13h ago    kick_out_corestates_wf       ⏹ Finished [0]
53254  13h ago    KkrimpCalculation            ⏹ Finished [0]
53256  13h ago    create_combined_imp_info_cf  ⏹ Finished [0]
53257  13h ago    KkrimpCalculation            ⏹ Finished [0]
53259  13h ago    parse_Jij                    ⏹ Finished [0]
53261  13h ago    kick_out_corestates_wf       ⏹ Finished [0]
53268  13h ago    create_out_dict_node         ⏹ Finished [0]
53272  13h ago    combine_potentials_cf        ⏹ Finished [0]
53273  13h ago    KkrimpCalculation            ⏹ Finished [0]
53275  13h ago    kkr_imp_sub_wc               ⏹ Finished [0]
53278  13h ago    kick_out_corestates_wf       ⏹ Finished [0]
53280  13h ago    KkrimpCalculation            ⏹ Finished [0]
53288  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
53291  13h ago    KkrimpCalculation            ⏹ Finished [0]
53293  13h ago    combine_imps_wc              ⏹ Finished [0]
53294  13h ago    combine_imps_wc              ⏹ Finished [0]
53295  13h ago    create_combined_imp_info_cf  ⏹ Finished [0]
53296  13h ago    combine_imps_wc              ⏹ Finished [0]
53299  13h ago    create_combined_imp_info_cf  ⏹ Finished [0]
53304  13h ago    combine_potentials_cf        ⏹ Finished [0]
53306  13h ago    create_combined_imp_info_cf  ⏹ Finished [0]
53309  13h ago    combine_potentials_cf        ⏹ Finished [0]
53310  13h ago    kkr_imp_sub_wc               ⏹ Finished [0]
53315  13h ago    kkr_imp_sub_wc               ⏹ Finished [0]
53318  13h ago    combine_potentials_cf        ⏹ Finished [0]
53320  13h ago    kick_out_corestates_wf       ⏹ Finished [0]
53323  13h ago    kick_out_corestates_wf       ⏹ Finished [0]
53326  13h ago    kkr_imp_sub_wc               ⏹ Finished [0]
53327  13h ago    KkrimpCalculation            ⏹ Finished [0]
53330  13h ago    KkrimpCalculation            ⏹ Finished [0]
53332  13h ago    kick_out_corestates_wf       ⏹ Finished [0]
53334  13h ago    KkrimpCalculation            ⏹ Finished [0]
53338  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
53341  13h ago    KkrimpCalculation            ⏹ Finished [0]
53343  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
53346  13h ago    KkrimpCalculation            ⏹ Finished [0]
53355  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
53358  13h ago    KkrimpCalculation            ⏹ Finished [0]
53361  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
53364  13h ago    create_out_dict_node         ⏹ Finished [0]
53367  13h ago    KkrimpCalculation            ⏹ Finished [0]
53370  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
53374  13h ago    KkrimpCalculation            ⏹ Finished [0]
53377  13h ago    parse_Jij                    ⏹ Finished [0]
53381  13h ago    create_out_dict_node         ⏹ Finished [0]
53384  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
53387  13h ago    KkrimpCalculation            ⏹ Finished [0]
53390  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
53393  13h ago    KkrimpCalculation            ⏹ Finished [0]
53399  13h ago    parse_Jij                    ⏹ Finished [0]
53400  13h ago    parse_Jij                    ⏹ Finished [0]
53405  13h ago    create_out_dict_node         ⏹ Finished [0]
53409  13h ago    create_out_dict_node         ⏹ Finished [0]
53411  13h ago    combine_imps_wc              ⏹ Finished [0]
53412  13h ago    create_combined_imp_info_cf  ⏹ Finished [0]
53417  13h ago    combine_potentials_cf        ⏹ Finished [0]
53420  13h ago    kkr_imp_sub_wc               ⏹ Finished [0]
53424  13h ago    kick_out_corestates_wf       ⏹ Finished [0]
53426  13h ago    KkrimpCalculation            ⏹ Finished [0]
53429  13h ago    combine_imps_wc              ⏹ Finished [0]
53430  13h ago    combine_imps_wc              ⏹ Finished [0]
53431  13h ago    create_combined_imp_info_cf  ⏹ Finished [0]
53432  13h ago    create_combined_imp_info_cf  ⏹ Finished [0]
53439  13h ago    combine_potentials_cf        ⏹ Finished [0]
53443  13h ago    combine_potentials_cf        ⏹ Finished [0]
53444  13h ago    kkr_imp_sub_wc               ⏹ Finished [0]
53446  13h ago    kkr_imp_sub_wc               ⏹ Finished [0]
53449  13h ago    kick_out_corestates_wf       ⏹ Finished [0]
53453  13h ago    kick_out_corestates_wf       ⏹ Finished [0]
53454  13h ago    KkrimpCalculation            ⏹ Finished [0]
53456  13h ago    KkrimpCalculation            ⏹ Finished [0]
53459  13h ago    parse_Jij                    ⏹ Finished [0]
53463  13h ago    create_out_dict_node         ⏹ Finished [0]
53467  13h ago    combine_imps_wc              ⏹ Finished [0]
53468  13h ago    create_combined_imp_info_cf  ⏹ Finished [0]
53473  13h ago    combine_potentials_cf        ⏹ Finished [0]
53475  13h ago    kkr_imp_sub_wc               ⏹ Finished [0]
53478  13h ago    kick_out_corestates_wf       ⏹ Finished [0]
53480  13h ago    KkrimpCalculation            ⏹ Finished [0]
53483  13h ago    parse_Jij                    ⏹ Finished [0]
53487  13h ago    create_out_dict_node         ⏹ Finished [0]
53490  13h ago    combine_imps_wc              ⏹ Finished [0]
53491  13h ago    create_combined_imp_info_cf  ⏹ Finished [0]
53496  13h ago    combine_potentials_cf        ⏹ Finished [0]
53498  13h ago    kkr_imp_sub_wc               ⏹ Finished [0]
53501  13h ago    kick_out_corestates_wf       ⏹ Finished [0]
53503  13h ago    KkrimpCalculation            ⏹ Finished [0]
53507  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
53510  13h ago    KkrimpCalculation            ⏹ Finished [0]
53514  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
53517  13h ago    KkrimpCalculation            ⏹ Finished [0]
53521  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
53524  13h ago    KkrimpCalculation            ⏹ Finished [0]
53528  13h ago    extract_imp_pot_sfd          ⏹ Finished [0]
53531  13h ago    create_out_dict_node         ⏹ Finished [0]
53534  13h ago    KkrimpCalculation            ⏹ Finished [0]
53540  12h ago    extract_imp_pot_sfd          ⏹ Finished [0]
53542  12h ago    extract_imp_pot_sfd          ⏹ Finished [0]
53546  12h ago    create_out_dict_node         ⏹ Finished [0]
53547  12h ago    KkrimpCalculation            ⏹ Finished [0]
53550  12h ago    KkrimpCalculation            ⏹ Finished [0]
53557  12h ago    extract_imp_pot_sfd          ⏹ Finished [0]
53560  12h ago    KkrimpCalculation            ⏹ Finished [0]
53562  12h ago    extract_imp_pot_sfd          ⏹ Finished [0]
53565  12h ago    KkrimpCalculation            ⏹ Finished [0]
53567  12h ago    extract_imp_pot_sfd          ⏹ Finished [0]
53570  12h ago    create_out_dict_node         ⏹ Finished [0]
53573  12h ago    KkrimpCalculation            ⏹ Finished [0]
